,text,metadata
114,"As a graduate of our MBA/MS in Applied Data Science joint degree program, you’ll be ready to lead in diverse fields ranging from A.I. research and machine learning to business analytics and product marketing.","{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Earn a high-powered joint degree at the intersection of business and technology.', 'super_section': 'MBA/MS in Applied Data Science'}"
115,"To learn more, watch this briefinformation sessionwith an admissions director.","{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Earn a high-powered joint degree at the intersection of business and technology.', 'super_section': 'MBA/MS in Applied Data Science'}"
116,"As a student in the joint-degree MBA and Applied Data Science program, you’ll take the equivalent of 23 100-unit courses:","{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Program Structure', 'super_section': 'MBA/MS in Applied Data Science'}"
117,14 MBA classes,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Program Structure', 'super_section': 'MBA/MS in Applied Data Science'}"
118,9 data science courses,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Program Structure', 'super_section': 'MBA/MS in Applied Data Science'}"
119,Leadership Effectiveness and Development (LEAD),"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Program Structure', 'super_section': 'MBA/MS in Applied Data Science'}"
120,"Qualified Work Experience, a noncredit professional internship experience","{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Program Structure', 'super_section': 'MBA/MS in Applied Data Science'}"
121,"Your Booth courses will be in person. For maximum flexibility, your MS courses are available both online and in person. In-person courses are held at the NBC Tower in downtown Chicago. Most students will earn both degrees in seven quarters—the same time it takes to earn the MBA.","{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Program Structure', 'super_section': 'MBA/MS in Applied Data Science'}"
122,Pre-Quarter (Before Autumn),"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
123,Applied Data Science,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
124,Pre-Quarter Foundational Course*: Introduction to Statistical Analysis,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
125,Pre-Quarter Foundational Course*: R for Data Science,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
126,Quarter 1 (Autumn),"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
127,Booth,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
128,200 units,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
129,LEAD,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
130,Applied Data Science,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
131,Statistical Models,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
132,Foundational Courses*: Python for Data Science (first half) and Advanced Linear Algebra (second half),"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
133,Quarter 2 (Winter),"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
134,Booth,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
135,100 units,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
136,Applied Data Science,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
137,Machine Learning I,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
138,Time Series Analysis and Forecasting,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
139,Quarter 3 (Spring),"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
140,Booth,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
141,200 units,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
142,Applied Data Science,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
143,Data Engineering Platforms,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
144,Machine Learning II,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
145,Quarter 4 (Summer),"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
146,Booth,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
147,Internship,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
148,Applied Data Science,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
149,Elective 1+,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
150,Quarter 5 (Autumn),"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
151,Booth,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
152,300 units,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
153,Applied Data Science,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
154,Elective 2+,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
155,Quarter 6 (Winter),"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
156,Booth,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
157,300 units,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
158,Applied Data Science,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
159,Capstone Experience,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
160,Quarter 7 (Spring),"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
161,Booth,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
162,300 units,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
163,Applied Data Science,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
164,Elective 3+,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
165,* = Optional,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
166,+ = Students may substitute one MS elective for a Booth course,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
167,"As data science continues to transform the way we live and work, a strong understanding of both business and analytics will set you apart in the job market. And as a student in our joint degree MBA and Applied Data Science program, you’ll have access to personal career coaching, leadership development, and on-campus recruiting with some of the world’s top employers.","{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Career Paths', 'super_section': 'MBA/MS in Applied Data Science'}"
168,"Our recent MBA and MS graduates are working at high-profile companies around the world, including Apple, Google, Nike, Cardinal Health, and IBM, in a wide range of rewarding roles. For example:","{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Career Paths', 'super_section': 'MBA/MS in Applied Data Science'}"
169,Data Scientist,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Career Paths', 'super_section': 'MBA/MS in Applied Data Science'}"
170,Data Engineer,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Career Paths', 'super_section': 'MBA/MS in Applied Data Science'}"
171,Data Science Analyst,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Career Paths', 'super_section': 'MBA/MS in Applied Data Science'}"
172,Senior Data Science Analyst,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Career Paths', 'super_section': 'MBA/MS in Applied Data Science'}"
173,Machine Learning (ML) Scientist,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Career Paths', 'super_section': 'MBA/MS in Applied Data Science'}"
174,A.I./ML Specialist,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Career Paths', 'super_section': 'MBA/MS in Applied Data Science'}"
175,Senior Data Science Product Manager,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Career Paths', 'super_section': 'MBA/MS in Applied Data Science'}"
176,Data Science Consultant,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Career Paths', 'super_section': 'MBA/MS in Applied Data Science'}"
177,A.I. Research Scientist,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Career Paths', 'super_section': 'MBA/MS in Applied Data Science'}"
178,A.I. and Advanced Analytics Specialist,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Career Paths', 'super_section': 'MBA/MS in Applied Data Science'}"
179,"Director, Product Marketing","{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Career Paths', 'super_section': 'MBA/MS in Applied Data Science'}"
180,Senior Health Data Science Manager,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Career Paths', 'super_section': 'MBA/MS in Applied Data Science'}"
181,Financial Data Science Director,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Career Paths', 'super_section': 'MBA/MS in Applied Data Science'}"
182,A.I. and Data Science Governance Manager,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Career Paths', 'super_section': 'MBA/MS in Applied Data Science'}"
183,Business Intelligence/Data Visualization Developer,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Career Paths', 'super_section': 'MBA/MS in Applied Data Science'}"
184,A.I./ML Solution Architect,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Career Paths', 'super_section': 'MBA/MS in Applied Data Science'}"
185,"Tuition for Full-Time MBA students pursuing the Joint MBA/MS Program will be assessed through Chicago Booth at a flat rate for six quarters of enrollment. Pricing will differ from Booth’s standard Full-Time MBA Program, and finaltuition amountsare made available in the spring. A student who takes more than 2300 units will be assessed for any additional units.","{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Tuition', 'super_section': 'MBA/MS in Applied Data Science'}"
186,Core Courses (5 required courses),"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'MS in Applied Data Science Courses', 'super_section': 'MBA/MS in Applied Data Science'}"
187,"Statistical Models for Data ScienceIn a traditional linear model, the observed response follows a normal distribution, and the expected response value is a linear combination of the predictors.  Since Carl Friedrich Gauss (1777-1855) and Adrien-Marie Legendre (1752-1833) created this linear model framework in the early 1800s, the “Linear Normal” assumption has been the norm in statistics/data science for almost two centuries.  New methods based on probability distributions other than Gaussian appeared only in the second half of the twentieth century. These methods allowed working with variables that span a broader variety of domains and probability distributions. Besides, methods for the analysis of general associations were developed that are different from the Pearson correlation.","{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'MS in Applied Data Science Courses', 'super_section': 'MBA/MS in Applied Data Science'}"
188,"Machine Learning IThis course is aimed at providing students an introduction to machine learning with data mining techniques and algorithms. It gives a rigorous methodological foundation in analytical and software tools to successfully undertake projects in Data Science. Students are exposed to concepts of exploratory analyses for uncovering and detecting patterns in multivariate data, hypothesizing and detecting relationships among variables, conducting confirmatory analyses, and building models for predictive and descriptive purposes. It will present predictive modeling in the context of balancing predictive and descriptive accuracies.","{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'MS in Applied Data Science Courses', 'super_section': 'MBA/MS in Applied Data Science'}"
189,"Machine Learning IIThe objective of this course is three-folds – first, to extend student understanding of predictive modeling with machine learning concepts and methodologies from Machine Learning 1 into the realm of Deep Learning and Generative AI. Second, to develop the ability to apply those concepts and methodologies to diverse practical applications, evaluate the results and recommend the next best action. Third, to discuss and understand state-of-the machine learning and deep learning research and development and their applications.","{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'MS in Applied Data Science Courses', 'super_section': 'MBA/MS in Applied Data Science'}"
190,Data Engineering Platforms for AnalyticsData Engineering Platforms teaches effective data engineering—an essential first step in building an analytics-driven competitive advantage in the market.,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'MS in Applied Data Science Courses', 'super_section': 'MBA/MS in Applied Data Science'}"
191,Time Series Analysis and ForecastingTime Series Analysis is a science as well as the art of making rational predictions based on previous records. It is widely used in various fields in today’s business settings.,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'MS in Applied Data Science Courses', 'super_section': 'MBA/MS in Applied Data Science'}"
192,Elective Courses (3 required courses),"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'MS in Applied Data Science Courses', 'super_section': 'MBA/MS in Applied Data Science'}"
193,"Course availability varies each quarter, with sample electives including the following:","{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'MS in Applied Data Science Courses', 'super_section': 'MBA/MS in Applied Data Science'}"
194,Advanced Computer Vision with Deep Learning,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'MS in Applied Data Science Courses', 'super_section': 'MBA/MS in Applied Data Science'}"
195,Advanced Machine Learning and Artificial Intelligence,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'MS in Applied Data Science Courses', 'super_section': 'MBA/MS in Applied Data Science'}"
196,Bayesian Methods,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science', 'retrieved_at': '2025-07-22T20:17:30.567612', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'MS in Applied Data Science Courses', 'super_section': 'MBA/MS in Applied Data Science'}"
